!CSV A.01.01
!Agilent Technologies,E8364C,MY43040422,A.09.42.22
!Agilent E8364C: A.09.42.22
!Date: Monday, February 18, 2019 10:56:52
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
22112500000,0.0003633055,0.062487654,5.3557248e-010,3.6145009e-010,0.0099653453,0.023180349,0.51101518,0.47564641
22135000000,0.00013857415,0.066002302,5.3201588e-010,-3.0720818e-010,0.01605875,0.018477594,0.43168595,-0.59021127
22157500000,0.0051671583,0.072200857,1.2118648e-012,-5.9141936e-010,0.01938376,0.014476594,-0.59620047,-0.45606422
22180000000,0.015340571,0.07468681,-5.3458715e-010,-3.0532923e-010,0.023017375,0.0082737124,-0.45852074,0.60185826
22202500000,0.027619138,0.0799869,-5.2608612e-010,3.8052045e-010,0.025912946,0.0023262741,0.71024829,0.34110326
22225000000,0.041513994,0.081204154,1.4088716e-010,6.0799094e-010,0.02368319,-0.0059458176,0.21963131,-0.77305132
22247500000,0.054570969,0.086522244,5.6285576e-010,1.5534705e-010,0.021997372,-0.011207364,-0.7770384,-0.28386673
22270000000,0.056835335,0.077012464,4.0574896e-010,-4.2005102e-010,0.018424999,-0.016250106,-0.15067933,0.78739494
22292500000,0.057671398,0.064089492,-1.8623145e-010,-5.7045935e-010,0.014259092,-0.022707477,0.73318154,0.056437511
22315000000,0.062475674,0.056257807,-5.6417221e-010,-9.8856437e-011,0.0062311962,-0.024292672,-0.012799351,-0.85213733
22337500000,0.064410731,0.056994598,-3.8790132e-010,4.5552556e-010,-0.00069960568,-0.026223697,-0.78827178,-0.026911074
22360000000,0.060492899,0.05754678,2.4164853e-010,5.7156135e-010,-0.0078832451,-0.024198113,0.04664728,0.81436104
22382500000,0.065593086,0.070647992,6.0999189e-010,7.1047556e-012,-0.014014373,-0.020984689,0.78976333,-0.23847984
22405000000,0.067659803,0.072291151,2.7433045e-010,-4.768112e-010,-0.017408965,-0.016332613,-0.2735621,-0.82498974
22427500000,0.079183049,0.063073978,-2.5183783e-010,-4.912416e-010,-0.022760399,-0.010958066,-0.78263599,0.29600847
22450000000,0.091925129,0.062122352,-5.9258937e-010,-1.8247412e-011,-0.025036182,-0.0043607303,0.40189591,0.67795616
22472500000,0.10860613,0.063910931,-2.7630509e-010,5.3637134e-010,-0.024247022,0.0030319274,0.57619178,-0.52624559
22495000000,0.1157749,0.055508025,3.4088246e-010,4.8915316e-010,-0.022514166,0.0081581976,-0.4717584,-0.60886264
22517500000,0.11746621,0.046201561,6.082766e-010,-8.700185e-011,-0.020077934,0.014653079,-0.57415175,0.44074041
22540000000,0.12037629,0.032598726,1.7660436e-010,-5.8607286e-010,-0.015854336,0.019427881,0.54229534,0.4732801
22562500000,0.12084228,0.022693589,-4.1471773e-010,-4.0837728e-010,-0.0099230446,0.022794491,0.42497021,-0.6288929
22585000000,0.11492644,0.016482253,-5.6079386e-010,1.3458377e-010,-0.0039518061,0.024802383,-0.62898183,-0.43439457
22607500000,0.11635302,0.017895045,-1.6135684e-010,6.0774341e-010,0.0040053213,0.026325783,-0.3225573,0.60257727
22630000000,0.1181403,0.018790621,5.0485233e-010,4.1042603e-010,0.011564096,0.022156108,0.63415086,0.2001337
22652500000,0.12127834,0.026537221,5.5493515e-010,-2.7549138e-010,0.015269868,0.017985042,0.15597937,-0.67806154
22675000000,0.12540604,0.023395736,2.5627197e-011,-5.8279842e-010,0.018941587,0.013851928,-0.65217561,-0.17397712
22697500000,0.13438842,0.0082006631,-4.8579085e-010,-3.0485428e-010,0.024447624,0.0091056749,-0.070719071,0.59930873
22720000000,0.13967781,0.0031450375,-4.970539e-010,2.7217853e-010,0.024644904,0.0011436167,0.60979015,-0.09353254
22742500000,0.14623395,-0.0058480082,-1.9232343e-011,5.7421762e-010,0.024189349,-0.0046059163,-0.083892539,-0.61264729
22765000000,0.14584303,-0.01488699,5.3003002e-010,3.0473535e-010,0.022439575,-0.0117239,-0.52476853,0.09802217
22787500000,0.13863817,-0.028099973,5.2149934e-010,-3.5704234e-010,0.018652728,-0.017701307,0.13305128,0.4773531
22810000000,0.13589029,-0.040503856,-1.0001528e-010,-6.0235444e-010,0.013257467,-0.020984627,0.45968276,-0.26744741
22832500000,0.13157462,-0.043485187,-5.4216864e-010,-1.9388419e-010,0.0073380675,-0.023802314,-0.26950246,-0.46773353
22855000000,0.12660484,-0.046354681,-4.4542944e-010,3.7215675e-010,0.00022955575,-0.025565939,-0.36182547,0.24757101
22877500000,0.1213749,-0.044617426,1.1357184e-010,5.8945654e-010,-0.0071951174,-0.024222028,0.31716654,0.30101129
22900000000,0.12736987,-0.045910005,5.9325128e-010,1.6915819e-010,-0.012250093,-0.021290364,0.23224589,-0.39652076
22922500000,0.13127233,-0.052547406,4.2399603e-010,-4.583568e-010,-0.01807791,-0.017366141,-0.36980835,-0.22483952
22945000000,0.13487576,-0.063956343,-2.2523633e-010,-5.8394817e-010,-0.022223806,-0.011529174,-0.122545,0.31899172
22967500000,0.1360299,-0.070754386,-6.0173216e-010,-6.2961372e-011,-0.023882451,-0.0052693938,0.32016584,0.016971033
22990000000,0.13524352,-0.077716537,-3.459053e-010,4.702973e-010,-0.024313046,0.00077785144,0.023346856,-0.34875947
23012500000,0.12550046,-0.092137523,2.2926715e-010,5.5769839e-010,-0.023548404,0.0071916119,-0.32403079,-0.069853827
23035000000,0.1203666,-0.099092521,6.329568e-010,6.8525838e-011,-0.020750972,0.013390793,0.052684434,0.34007823
23057500000,0.11168568,-0.099346571,3.492113e-010,-5.4993038e-010,-0.016588455,0.017658884,0.3013038,-0.20856026
23080000000,0.098621853,-0.10320379,-3.2578626e-010,-5.56032e-010,-0.012632652,0.021694837,-0.20020035,-0.31859067
23102500000,0.097809151,-0.10619316,-6.3412708e-010,3.1649437e-011,-0.0056487904,0.025160311,-0.2160974,0.23107767
23125000000,0.096617915,-0.10040046,-2.7292943e-010,5.649603e-010,0.0015603204,0.02629675,0.30016339,0.14300947
23147500000,0.09522336,-0.10199261,3.5972098e-010,5.1091309e-010,0.0084949806,0.024139117,0.0099888518,-0.32604542
23170000000,0.094881147,-0.11320036,6.4576222e-010,-7.1467242e-011,0.014525767,0.021334153,-0.18066031,-0.15133944
23192500000,0.094672643,-0.12135479,2.3855729e-010,-6.2244204e-010,0.019337349,0.015956162,-0.21944737,0.38405377
23215000000,0.088908806,-0.12451677,-4.9421928e-010,-4.8079302e-010,0.024027241,0.010091299,0.43177247,-0.081334144
23237500000,0.082264401,-0.1359431,-6.1789224e-010,2.1900529e-010,0.024592794,0.0036573799,-0.14331083,-0.52045506
23260000000,0.069374107,-0.13757674,-1.0222186e-010,6.4580336e-010,0.025389818,-0.0027096043,-0.4109945,0.16380602
23282500000,0.059250195,-0.13803291,5.1277849e-010,3.9584974e-010,0.024043055,-0.010238055,0.28115261,0.32626885
23305000000,0.049063515,-0.1375187,5.9986704e-010,-2.5388072e-010,0.019925592,-0.015664283,0.32449496,-0.38241705
23327500000,0.041403107,-0.1325563,7.0339568e-011,-6.6474465e-010,0.015934234,-0.020600108,-0.36396101,-0.29714793
23350000000,0.035179056,-0.12786956,-5.7457206e-010,-3.7254369e-010,0.0091866357,-0.025417589,-0.27041975,0.3333931
23372500000,0.039829027,-0.12727123,-5.7283495e-010,3.5489325e-010,0.0015662209,-0.026058877,0.38674092,0.1545908
23395000000,0.035846405,-0.12983958,3.2630738e-011,6.2221672e-010,-0.0054540699,-0.02455139,0.2342338,-0.4901633
23417500000,0.02622422,-0.13498677,5.3695276e-010,2.9614805e-010,-0.01069283,-0.023062915,-0.4907265,-0.21867441
23440000000,0.02624872,-0.14063694,5.4598676e-010,-3.2314942e-010,-0.017653059,-0.018882427,-0.13041385,0.50183481
23462500000,0.02144444,-0.14583242,-3.015271e-011,-6.5625311e-010,-0.02118147,-0.01339274,0.59272897,0.0013087828
23485000000,0.010218839,-0.14601366,-6.2284111e-010,-2.78711e-010,-0.023624739,-0.0081145782,-0.020077527,-0.57455188
23507500000,0.0043347324,-0.14617807,-5.3183147e-010,4.3745549e-010,-0.025869038,-0.0012584126,-0.58696413,0.023460388
23530000000,-0.010793378,-0.1431722,1.5954267e-010,6.770795e-010,-0.025183713,0.0060178232,0.086848065,0.50142771
23552500000,-0.025956098,-0.13650914,6.5219685e-010,1.6346396e-010,-0.022088269,0.011905749,0.58146298,-0.19108014
23575000000,-0.028254263,-0.13031137,4.7567822e-010,-4.872775e-010,-0.019008623,0.016977945,-0.18020351,-0.62102723
23597500000,-0.024558369,-0.11627803,-2.2319505e-010,-6.8650513e-010,-0.013865666,0.022520218,-0.59505785,0.25859135
23620000000,-0.025530057,-0.11424635,-7.4948941e-010,-7.4450397e-011,-0.0064482018,0.026248835,0.36356258,0.42484492
23642500000,-0.020908384,-0.11835974,-3.8453421e-010,6.2907979e-010,-7.8136713e-005,0.026055226,0.5190354,-0.30302033
23665000000,-0.023752494,-0.1214711,3.6386513e-010,5.8084765e-010,0.0076798401,0.025298398,-0.41623834,-0.54325271
23687500000,-0.026974371,-0.12296852,6.5923722e-010,-1.6938336e-011,0.014485897,0.023235615,-0.50347757,0.41531202
23710000000,-0.038780633,-0.12228159,3.0909944e-010,-5.796123e-010,0.01987605,0.016556054,0.52219731,0.38004395
23732500000,-0.056372121,-0.11976957,-3.5940378e-010,-5.5857874e-010,0.02380481,0.012198597,0.35122418,-0.58855945
23755000000,-0.059494607,-0.12008524,-6.8870998e-010,5.5977424e-011,0.025950847,0.0045240526,-0.5626803,-0.35204688
23777500000,-0.062419355,-0.10896493,-2.4392741e-010,6.622678e-010,0.026682718,-0.0038197548,-0.25323766,0.55881417
23800000000,-0.067697398,-0.092139348,4.7551213e-010,4.8606502e-010,0.0223711,-0.0093130749,0.5855487,0.17548358
23822500000,-0.0708258,-0.085600644,6.0720062e-010,-1.7932357e-010,0.02009112,-0.014630234,0.14199872,-0.63935184
23845000000,-0.068731822,-0.079439238,1.5824983e-010,-6.0182659e-010,0.01631826,-0.018429875,-0.59667856,-0.13483737
23867500000,-0.069074385,-0.073971853,-4.6541235e-010,-4.5682794e-010,0.011225062,-0.023848401,-0.071436532,0.54646403
23890000000,-0.058246586,-0.072718486,-6.532353e-010,2.1176337e-010,0.004441007,-0.025700934,0.56980777,0.025322827
23912500000,-0.057247411,-0.077263556,-1.0484315e-010,6.8232492e-010,-0.002973727,-0.02551154,-0.028661616,-0.66177785
23935000000,-0.065357558,-0.083281174,5.6937305e-010,4.135417e-010,-0.0089518558,-0.025493516,-0.60820764,0.020895081
23957500000,-0.070255786,-0.08014109,6.1059774e-010,-3.2499223e-010,-0.017346269,-0.020336805,0.15180385,0.54260856
23980000000,-0.082150869,-0.076364078,1.0698971e-011,-6.6140138e-010,-0.02114756,-0.016194193,0.50548482,-0.24351069
24002500000,-0.093040138,-0.067828014,-5.646929e-010,-3.5487591e-010,-0.024863582,-0.0095816832,-0.1657301,-0.5384165
24025000000,-0.088145986,-0.055218074,-6.0732719e-010,3.4481984e-010,-0.028213885,-0.0023992271,-0.51430237,0.2156345
24047500000,-0.083366372,-0.045336258,5.8823481e-011,7.1375134e-010,-0.025598539,0.0064962157,0.30652535,0.4040572
24070000000,-0.082488813,-0.035952464,6.5840616e-010,2.5086258e-010,-0.022497106,0.012363714,0.39686224,-0.33087748
24092500000,-0.077410348,-0.032477975,4.9601473e-010,-4.5410001e-010,-0.01867833,0.016077543,-0.37776685,-0.40534309
24115000000,-0.070406638,-0.030069411,-1.5850113e-010,-6.4724304e-010,-0.014054561,0.022460701,-0.34879947,0.31330177
24137500000,-0.065753832,-0.029443689,-6.3624067e-010,-1.67205e-010,-0.007121833,0.023652326,0.45072016,0.21183841
24160000000,-0.061204024,-0.027887072,-4.6941806e-010,4.7225401e-010,-0.00079616479,0.025125202,0.13414145,-0.46294406
24182500000,-0.065301292,-0.035257082,1.9642087e-010,6.7147277e-010,0.0048101512,0.025012858,-0.38900873,-0.15430516
24205000000,-0.072740071,-0.03425492,7.1984713e-010,1.1066121e-010,0.011747495,0.022622474,-0.037696097,0.32234141
24227500000,-0.077591322,-0.031713169,3.9327697e-010,-5.8124228e-010,0.016834851,0.020319445,0.32601982,-0.06505093
24250000000,-0.082034133,-0.024607446,-3.0683947e-010,-5.9640626e-010,0.022134222,0.013821099,-0.015754675,-0.3007479
24272500000,-0.081073068,-0.0084160212,-6.5645128e-010,-3.6157268e-011,0.025929989,0.0080035999,-0.24225591,-0.013680268
24295000000,-0.076712467,0.007038157,-3.6653208e-010,5.6306831e-010,0.026971152,0.00019854521,0.037036266,0.19781585
24317500000,-0.062722072,0.0067916876,3.3474193e-010,6.0277633e-010,0.026018577,-0.007158732,0.22988077,-0.15058281
24340000000,-0.056112152,0.0070790066,7.0909151e-010,-3.4480471e-011,0.022375636,-0.013766039,-0.095264398,-0.19629475
24362500000,-0.044993192,0.0066948268,2.6666097e-010,-6.4936406e-010,0.018279739,-0.019315543,-0.14155143,0.058361914
24385000000,-0.040521219,-0.0027254592,-4.3778209e-010,-5.0692589e-010,0.012021489,-0.022245759,0.16335399,0.089638419
24407500000,-0.046356883,-0.011441131,-6.3205696e-010,1.147102e-010,0.0059825489,-0.025211494,0.084452316,-0.20254953
24430000000,-0.051108718,-0.0092188912,-2.3851254e-010,6.1121147e-010,0.0001283491,-0.025619097,-0.15383855,-0.051584072
24452500000,-0.052411135,-0.0052049607,4.4285287e-010,5.3437799e-010,-0.007394114,-0.025897373,0.023644716,0.13837849
24475000000,-0.05880031,0.0016409552,7.1035816e-010,-1.6338454e-010,-0.013315643,-0.022082636,0.16942516,-0.11927273
24497500000,-0.051568873,0.0028870313,1.6299878e-010,-7.2718687e-010,-0.019326815,-0.018987816,-0.076198928,-0.15179677
24520000000,-0.046758104,0.015562414,-5.728773e-010,-4.5732848e-010,-0.024491601,-0.013274768,-0.16910985,0.14251898
24542500000,-0.044716034,0.018770317,-6.4166478e-010,2.8604716e-010,-0.026840784,-0.0044846423,0.24534285,0.0081885625
24565000000,-0.033136185,0.015031406,-7.2957446e-011,6.9554712e-010,-0.026493276,0.0011024612,0.012824031,-0.2469009
24587500000,-0.02633456,0.011413489,6.0235145e-010,4.0653925e-010,-0.0254486,0.0090447096,-0.1581036,-0.017270036
24610000000,-0.016144633,0.011037236,6.4292216e-010,-3.774572e-010,-0.022253167,0.015798803,-0.00944822,0.22103889
24632500000,-0.007716611,0.007108436,-6.7402528e-011,-7.3422046e-010,-0.016702279,0.02058793,0.26266539,-0.10031106
24655000000,-0.017293585,0.0006446105,-6.5137018e-010,-2.5929875e-010,-0.010842692,0.024008116,-0.067035213,-0.27091536
24677500000,-0.016276523,-0.006427343,-5.1535276e-010,4.1857676e-010,-0.0051513272,0.026685026,-0.30714145,0.070140071
24700000000,-0.02034384,-0.0076218005,9.9807856e-011,6.3654831e-010,0.0033726038,0.025952512,0.21307731,0.25519016
24722500000,-0.031698857,-0.0017609092,6.107323e-010,2.4733557e-010,0.0085649975,0.024552982,0.26012307,-0.27340722
24745000000,-0.025834555,0.0063814977,5.3662291e-010,-4.4847054e-010,0.014596691,0.022013353,-0.23242609,-0.26727596
24767500000,-0.017771348,0.016449578,-1.7798729e-010,-6.9165679e-010,0.021188233,0.017450726,-0.20084991,0.24162377
24790000000,-0.01541889,0.01779373,-6.7530087e-010,-1.3743552e-010,0.025214229,0.011457926,0.32902601,0.21295837
24812500000,-0.0042728428,0.012889154,-4.3478338e-010,4.9853083e-010,0.026818369,0.0038479881,0.20983559,-0.39748728
24835000000,0.0052946117,-1.3092014e-005,2.1555634e-010,6.4387828e-010,0.028065991,-0.0027410323,-0.3983103,-0.15603454
24857500000,-0.0011992699,-0.0081654983,7.1185302e-010,1.1288567e-010,0.026087848,-0.011145717,-0.056942295,0.36189723
24880000000,0.002111834,-0.010441435,4.3670345e-010,-6.1560079e-010,0.021698684,-0.018257644,0.40123463,0.066295914
24902500000,0.005248561,-0.010273409,-3.7323539e-010,-6.7354239e-010,0.015887385,-0.022080939,0.010416846,-0.43705803
24925000000,-0.00042487375,-0.017626178,-7.7382689e-010,4.4510992e-011,0.011073305,-0.026061609,-0.33644831,-0.11837168
24947500000,-0.010394902,-0.014189218,-2.7557182e-010,6.8798134e-010,0.0016367093,-0.028386142,-0.037000619,0.52921253
24970000000,-0.0076403585,-0.019859064,4.2698584e-010,5.1915938e-010,-0.005511174,-0.025514048,0.53976303,-0.29193324
24992500000,-0.0068125301,-0.012130611,6.982786e-010,-9.4982071e-011,-0.010359838,-0.025603751,-0.11631633,-0.33096811
25015000000,-0.010434755,-0.0028592383,2.3993046e-010,-6.7933908e-010,-0.018917039,-0.021850171,-0.28572771,0.29020989
25037500000,-0.0079886019,-0.0040730257,-5.0930565e-010,-5.3478999e-010,-0.024052678,-0.016281964,0.13256356,0.14536776
25060000000,0.0044878386,-0.015989631,-6.9146183e-010,2.2248429e-010,-0.027289785,-0.0086486451,0.32547709,-0.031961381
25082500000,0.008754191,-0.019197928,-9.5825139e-011,6.9154349e-010,-0.029196035,-0.0023278808,-0.13430512,-0.29544073
25105000000,0.010057481,-0.021750977,5.2293653e-010,3.9623285e-010,-0.029043704,0.0068975477,-0.35800558,0.11118624
25127500000,0.0043584858,-0.027879465,5.9926653e-010,-2.3933203e-010,-0.025648154,0.014543922,0.1745982,0.27408248
25150000000,-0.0024517521,-0.033441298,1.1277177e-010,-6.449371e-010,-0.020109771,0.020017514,0.33233482,-0.23492092
25172500000,-0.0028834085,-0.034379322,-5.4387023e-010,-4.4377357e-010,-0.015589732,0.025417112,-0.21119592,-0.30478716
25195000000,-0.010956081,-0.034308132,-6.6733208e-010,3.1332426e-010,-0.0070889792,0.028794838,-0.25110969,0.23939261
25217500000,-0.011784927,-0.026623379,2.0849563e-012,7.2780321e-010,0.00082259154,0.028497821,0.31265229,0.16583629
25240000000,-0.0072473348,-0.020671416,6.2848704e-010,3.323973e-010,0.0070073637,0.027782677,0.22331421,-0.22576827
25262500000,-0.0071664453,-0.026805701,5.8847061e-010,-3.8471176e-010,0.014679498,0.025660267,-0.27487004,-0.19551457
25285000000,-0.0048264284,-0.021191483,-5.3281577e-011,-7.1338035e-010,0.02163492,0.02109036,-0.099580996,0.26171336
25307500000,-0.0051551089,-0.032286949,-6.740748e-010,-2.975919e-010,0.0265867,0.014025277,0.26249537,0.10334263
25330000000,-0.0048961774,-0.033003625,-5.871908e-010,4.8416832e-010,0.030239321,0.0066120741,0.096151821,-0.25747514
25352500000,-0.013114367,-0.042688679,1.8307349e-010,7.3791934e-010,0.030851133,-0.0015569894,-0.16278039,-0.084012024
25375000000,-0.0098558906,-0.039505303,7.1218759e-010,1.6414546e-010,0.029238285,-0.011407676,-0.12457369,0.25120002
25397500000,-0.016568715,-0.037801377,4.6810766e-010,-5.1530125e-010,0.024595132,-0.018203726,0.3335073,-0.011075413
25420000000,-0.019463185,-0.035819255,-2.1595134e-010,-6.7185463e-010,0.018936429,-0.023834547,-0.11323821,-0.11196445
25442500000,-0.024315039,-0.032305159,-7.1455669e-010,-1.3458387e-010,0.012053682,-0.0281271,-0.091905802,-0.060421742
25465000000,-0.026914332,-0.029050162,-4.5169943e-010,5.981059e-010,0.0039151339,-0.030341161,-0.066326588,0.051851507
25487500000,-0.021378804,-0.028792026,3.4078559e-010,6.5211186e-010,-0.0046189968,-0.029703958,0.1745683,0.021327283
25510000000,-0.015961124,-0.028266001,7.0371042e-010,1.3739703e-012,-0.011916573,-0.027315449,0.08567775,-0.11780198
25532500000,-0.0195916,-0.027032364,3.4256856e-010,-5.8951655e-010,-0.018255176,-0.023611689,-0.11896876,-0.049340807
25555000000,-0.020894129,-0.036894232,-3.2769643e-010,-6.0108452e-010,-0.0247867,-0.01833765,-0.032230463,0.10722093
25577500000,-0.019388501,-0.036780797,-7.1324818e-010,-1.773486e-011,-0.028458416,-0.010872792,0.15085237,-0.03153608
25600000000,-0.028649425,-0.041654576,-3.6650791e-010,6.5318623e-010,-0.030714471,-0.0026955048,0.0080889938,-0.080812678
25622500000,-0.039650485,-0.035278589,4.2961804e-010,6.2995098e-010,-0.030951377,0.0058405665,-0.044024613,-0.013883942
25645000000,-0.045585111,-0.031976875,7.4408946e-010,-9.9482166e-011,-0.026946593,0.014254011,0.057439219,0.010712989
25667500000,-0.040769156,-0.022525514,2.6624414e-010,-6.8543921e-010,-0.022936292,0.021202482,-1.983545e-005,-0.010375571
25690000000,-0.036274284,-0.014124191,-4.6824478e-010,-5.8470112e-010,-0.015791215,0.02571997,0.013565885,0.041189723
25712500000,-0.032902636,-0.012489891,-7.8292528e-010,1.329747e-010,-0.008459758,0.029459191,0.11510347,-0.081533261
25735000000,-0.032046374,-0.014520854,-2.3970703e-010,8.2057283e-010,-0.0011558892,0.029409995,-0.060582899,-0.11133046
25757500000,-0.024653135,-0.016909406,6.7088274e-010,5.6684901e-010,0.0071266526,0.029360658,-0.091612227,0.098700024
25780000000,-0.025475623,-0.017657427,7.7304013e-010,-3.7230213e-010,0.014119888,0.027023192,0.18628313,0.12473157
25802500000,-0.030238347,-0.021543896,1.0888345e-011,-7.9964069e-010,0.020993534,0.021728043,0.17880736,-0.27251351
25825000000,-0.033175468,-0.026946425,-6.5560324e-010,-3.7304501e-010,0.026280941,0.016392292,-0.28227317,-0.058288377
25847500000,-0.029305937,-0.03102983,-6.2814387e-010,3.6054087e-010,0.030428382,0.0078791752,0.050069317,0.22223742
25870000000,-0.04719156,-0.020787178,-2.1020413e-011,7.3340856e-010,0.031895362,-0.00083755597,0.26210293,0.14070995
25892500000,-0.057044607,-0.0087874578,6.5692285e-010,3.8078019e-010,0.029102478,-0.0086984774,0.083064444,-0.39450645
25915000000,-0.050779033,-0.0015282709,6.5592293e-010,-4.3229093e-010,0.026705677,-0.016520174,-0.40131474,-0.032799665
25937500000,-0.04745096,0.014402039,-1.1248217e-010,-7.7693613e-010,0.020754205,-0.023993719,0.067671865,0.39329219
25960000000,-0.037091266,0.020061623,-7.0196471e-010,-2.5157126e-010,0.011827498,-0.027757153,0.48835227,-0.11490558
25982500000,-0.020662971,0.015780192,-5.8815292e-010,4.8199184e-010,0.0055391481,-0.028630417,-0.12897421,-0.42580876
26005000000,-0.023023747,0.010842143,1.4376957e-010,7.894006e-010,-0.0022114583,-0.030308926,-0.40771839,0.15023357
26027500000,-0.019376226,0.0080734817,7.9953671e-010,2.2109548e-010,-0.010717773,-0.027570531,0.26707432,0.39757159
26050000000,-0.018802457,-0.0034077291,5.5293553e-010,-6.1895794e-010,-0.016029041,-0.024101092,0.42212325,-0.25800869
26072500000,-0.032901067,-0.011471723,-3.0894956e-010,-7.6253576e-010,-0.022363318,-0.020247996,-0.24448894,-0.40428141
26095000000,-0.03643113,-0.0068505709,-7.8729823e-010,-7.4502078e-011,-0.028700124,-0.012869662,-0.35771537,0.27886835
26117500000,-0.040619168,0.002786295,-4.4232851e-010,6.1952216e-010,-0.029750945,-0.0046502235,0.37335637,0.37984899
26140000000,-0.048898268,0.014299907,3.0617972e-010,7.1057071e-010,-0.030114159,0.003515498,0.34885561,-0.41042376
26162500000,-0.050645314,0.027415305,8.3768553e-010,8.1982948e-011,-0.029226759,0.009504986,-0.32596031,-0.38746956
26185000000,-0.030133463,0.032025784,4.1962533e-010,-7.8237783e-010,-0.024819631,0.020408671,-0.26352298,0.43893516
26207500000,-0.024759453,0.035872526,-5.1032795e-010,-6.7773259e-010,-0.01811282,0.025428293,0.50695658,0.26611674
26230000000,-0.01700633,0.037018977,-8.1109836e-010,1.1992937e-010,-0.010541135,0.027794916,0.2773048,-0.48608625
26252500000,-0.0028435385,0.036219437,-2.8748326e-010,7.788924e-010,-0.0033490681,0.031273868,-0.40982217,-0.22771649
26275000000,-0.0010270147,0.019494597,5.5538818e-010,6.3294653e-010,0.005917774,0.030277118,-0.25912043,0.54864275
26297500000,0.00050378544,0.013092805,8.1234913e-010,-2.1516425e-010,0.013592044,0.026002124,0.7118057,0.050071202
26320000000,-0.00017311912,0.012522959,1.6922766e-010,-8.7225555e-010,0.019989898,0.022666376,0.0073652472,-0.43173385
26342500000,-0.0090990653,0.0047388198,-6.8143186e-010,-5.0299426e-010,0.025154579,0.016915882,-0.47938859,-0.051102374
26365000000,-0.024016168,0.008659699,-7.1779288e-010,3.4688882e-010,0.028788926,0.009624227,-0.031937331,0.40549845
26387500000,-0.025411112,0.020589355,-6.4810303e-011,7.3459872e-010,0.029435335,0.0017311278,0.50997686,0.022923853
26410000000,-0.016578279,0.03326223,5.8446809e-010,4.7181492e-010,0.028727731,-0.0050924849,0.10267716,-0.50705016
26432500000,-0.010522247,0.043730576,7.6744244e-010,-2.9897035e-010,0.028206429,-0.013133669,-0.5221417,-0.047789417
26455000000,0.0058962926,0.046337251,4.9473151e-011,-8.6825824e-010,0.022694917,-0.021956975,0.10751078,0.56535935
26477500000,0.019556621,0.041016664,-7.5208417e-010,-4.0702505e-010,0.015724767,-0.026371678,0.5815087,-0.15997306
26500000000,0.024141185,0.034898795,-6.9296829e-010,4.8127641e-010,0.008794914,-0.028568326,-0.13141274,-0.52588493
END

